,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Year
53,54,Tyreek Hill*+,KAN,22,WR,16,1,83,61,73.50%,593,9.7,6,31,49,7.1,3.8,37.1,4,2016
54,55,Randall Cobb,GNB,26,WR,13,10,84,60,71.40%,610,10.2,4,36,47,7.3,4.6,46.9,1,2016
55,56,James White,NWE,24,RB,16,4,86,60,69.80%,551,9.2,5,26,61,6.4,3.8,34.4,0,2016
56,57,Jack Doyle,IND,26,TE,16,14,75,59,78.70%,584,9.9,5,32,24,7.8,3.7,36.5,1,2016
57,58,Brandon Marshall,NYJ,32,WR,15,15,128,59,46.10%,788,13.4,3,45,41,6.2,3.9,52.5,0,2016
58,59,Mohamed Sanu,ATL,27,WR,15,15,81,59,72.80%,653,11.1,4,33,59,8.1,3.9,43.5,1,2016
59,60,Tavon Austin,LAR,26,WR,15,15,106,58,54.70%,509,8.8,3,25,43,4.8,3.9,33.9,5,2016
60,61,Quincy Enunwa,NYJ,24,WR,16,13,105,58,55.20%,857,14.8,4,37,69,8.2,3.6,53.6,0,2016
61,62,Dontrelle Inman,SDG,27,WR,16,16,97,58,59.80%,810,14.0,4,37,57,8.4,3.6,50.6,0,2016
62,63,Bilal Powell,NYJ,28,RB,16,4,74,58,78.40%,388,6.7,2,21,22,5.2,3.6,24.3,1,2016
63,64,Cameron Brate,TAM,25,TE,15,10,81,57,70.40%,660,11.6,8,40,38,8.1,3.8,44.0,1,2016
64,65,Charles Clay,BUF,27,TE,15,15,87,57,65.50%,552,9.7,4,22,40,6.3,3.8,36.8,0,2016
65,66,DeSean Jackson,WAS,30,WR,15,15,100,56,56.00%,1005,17.9,4,35,80,10.1,3.7,67.0,0,2016
66,67,DeVante Parker,MIA,23,WR,15,8,87,56,64.40%,744,13.3,4,35,56,8.6,3.7,49.6,0,2016
67,68,Gary Barnidge,CLE,31,TE,16,16,82,55,67.10%,612,11.1,2,34,43,7.5,3.4,38.3,0,2016
68,69,Martellus Bennett,NWE,29,TE,16,12,73,55,75.30%,701,12.7,7,31,58,9.6,3.4,43.8,0,2016
69,70,Adam Humphries,TAM,23,WR,15,4,83,55,66.30%,622,11.3,2,27,42,7.5,3.7,41.5,3,2016
70,71,Marvin Jones,DET,26,WR,15,15,103,55,53.40%,930,16.9,4,41,73,9.0,3.7,62.0,0,2016
71,72,Tyler Boyd,CIN,22,WR,16,2,81,54,66.70%,603,11.2,1,33,30,7.4,3.4,37.7,1,2016
72,73,C.J. Fiedorowicz,HOU,25,TE,15,15,89,54,60.70%,559,10.4,4,30,26,6.3,3.6,37.3,1,2016
73,74,Devonta Freeman*,ATL,24,RB,16,16,65,54,83.10%,462,8.6,2,22,35,7.1,3.4,28.9,1,2016
74,75,Ted Ginn,CAR,31,WR,16,8,95,54,56.80%,752,13.9,4,27,88,7.9,3.4,47.0,3,2016
75,76,Antonio Gates,SDG,36,TE,14,9,93,53,57.00%,548,10.3,7,34,27,5.9,3.8,39.1,1,2016
76,77,Duke Johnson,CLE,23,RB,16,1,74,53,71.60%,514,9.7,0,24,32,6.9,3.3,32.1,2,2016
77,78,DeMarco Murray*,TEN,28,RB,16,16,67,53,79.10%,377,7.1,3,20,35,5.6,3.3,23.6,3,2016
78,79,Theo Riddick,DET,25,RB,10,8,67,53,79.10%,371,7.0,5,20,23,5.5,5.3,37.1,0,2016
79,80,Alshon Jeffery,CHI,26,WR,12,12,94,52,55.30%,821,15.8,2,42,54,8.7,4.3,68.4,0,2016
80,81,Cordarrelle Patterson*+,MIN,25,WR,16,8,70,52,74.30%,453,8.7,2,23,39,6.5,3.3,28.3,2,2016
81,82,Darren Sproles*,PHI,33,RB,15,5,71,52,73.20%,427,8.2,2,19,73,6.0,3.5,28.5,1,2016
82,83,Robert Woods,BUF,24,WR,13,10,76,51,67.10%,613,12.0,1,34,34,8.1,3.9,47.2,0,2016
83,84,Dez Bryant*,DAL,28,WR,13,13,96,50,52.10%,796,15.9,8,38,56,8.3,3.8,61.2,1,2016
84,85,Coby Fleener,NOR,28,TE,16,8,81,50,61.70%,631,12.6,3,28,50,7.8,3.1,39.4,2,2016
85,86,Ryan Griffin,HOU,26,TE,16,5,74,50,67.60%,442,8.8,2,19,45,6.0,3.1,27.6,1,2016
86,87,Lance Kendricks,LAR,28,TE,16,16,87,50,57.50%,499,10.0,2,22,44,5.7,3.1,31.2,1,2016
87,88,LeSean McCoy*,BUF,28,RB,15,15,57,50,87.70%,356,7.1,1,17,41,6.2,3.3,23.7,3,2016
88,89,T.J. Yeldon,JAX,23,RB,15,13,68,50,73.50%,312,6.2,1,16,17,4.6,3.3,20.8,2,2016
89,90,Chris Thompson,WAS,26,RB,16,0,62,49,79.00%,349,7.1,2,19,38,5.6,3.1,21.8,2,2016
90,91,Eli Rogers,PIT,24,WR,13,8,66,48,72.70%,594,12.4,3,24,39,9.0,3.7,45.7,2,2016
91,92,Will Tye,NYG,25,TE,16,10,70,48,68.60%,395,8.2,1,16,27,5.6,3.0,24.7,0,2016
92,93,Travis Benjamin,SDG,27,WR,14,8,75,47,62.70%,677,14.4,4,25,54,9.0,3.4,48.4,5,2016
93,94,Will Fuller,HOU,22,WR,14,13,92,47,51.10%,635,13.5,2,31,53,6.9,3.4,45.4,2,2016
94,95,Zach Miller,CHI,32,TE,10,8,64,47,73.40%,486,10.3,4,28,34,7.6,4.7,48.6,0,2016
95,96,Mark Ingram,NOR,27,RB,16,14,58,46,79.30%,319,6.9,4,18,22,5.5,2.9,19.9,2,2016
96,97,Chris Conley,KAN,24,WR,16,11,69,44,63.80%,530,12.0,0,30,39,7.7,2.8,33.1,1,2016
97,98,Vernon Davis,WAS,32,TE,16,14,59,44,74.60%,583,13.3,2,22,44,9.9,2.8,36.4,0,2016
98,99,Jeremy Maclin,KAN,28,WR,12,12,76,44,57.90%,536,12.2,2,29,44,7.1,3.7,44.7,0,2016
99,100,Ty Montgomery,GNB,23,RB,15,6,56,44,78.60%,348,7.9,0,20,24,6.2,2.9,23.2,2,2016
100,101,Terrance Williams,DAL,27,WR,16,15,61,44,72.10%,594,13.5,4,34,47,9.7,2.8,37.1,1,2016
101,102,Todd Gurley,LAR,22,RB,16,16,58,43,74.10%,327,7.6,0,16,33,5.6,2.7,20.4,2,2016
102,103,Jerick McKinnon,MIN,24,RB,15,7,53,43,81.10%,255,5.9,2,17,41,4.8,2.9,17.0,0,2016
103,104,Robby Anderson,NYJ,23,WR,16,8,78,42,53.80%,587,14.0,2,19,52,7.5,2.6,36.7,1,2016
104,105,Kenny Stills,MIA,24,WR,16,16,81,42,51.90%,726,17.3,9,30,74,9.0,2.6,45.4,0,2016
105,106,Melvin Gordon*,SDG,23,RB,13,11,57,41,71.90%,419,10.2,2,21,35,7.4,3.2,32.2,2,2016
106,107,Jermaine Kearse,SEA,26,WR,16,15,89,41,46.10%,510,12.4,1,24,36,5.7,2.6,31.9,0,2016
107,108,Tyler Lockett,SEA,24,WR,15,9,66,41,62.10%,597,14.6,1,23,57,9.0,2.7,39.8,0,2016
108,109,Brian Quick,LAR,27,WR,16,8,77,41,53.20%,564,13.8,3,22,65,7.3,2.6,35.3,0,2016
109,110,Tajae Sharpe,TEN,22,WR,16,10,83,41,49.40%,522,12.7,2,27,34,6.3,2.6,32.6,0,2016
110,111,Travaris Cadet,NOR,27,RB,15,1,54,40,74.10%,281,7.0,4,18,25,5.2,2.7,18.7,0,2016
111,112,Isaiah Crowell,CLE,23,RB,16,16,53,40,75.50%,319,8.0,0,14,44,6.0,2.5,19.9,2,2016
112,113,Giovani Bernard,CIN,25,RB,10,2,51,39,76.50%,336,8.6,1,16,32,6.6,3.9,33.6,1,2016
113,114,John Brown,ARI,26,WR,15,6,73,39,53.40%,517,13.3,2,28,30,7.1,2.6,34.5,1,2016
114,115,Victor Cruz,NYG,30,WR,15,12,72,39,54.20%,586,15.0,1,25,48,8.1,2.6,39.1,1,2016
115,116,Jesse James,PIT,22,TE,16,13,60,39,65.00%,338,8.7,3,20,24,5.6,2.4,21.1,0,2016
116,117,Frank Gore,IND,33,RB,16,16,47,38,80.90%,277,7.3,4,14,49,5.9,2.4,17.3,2,2016
117,118,Chris Hogan,NWE,29,WR,15,14,58,38,65.50%,680,17.9,4,23,79,11.7,2.5,45.3,1,2016
118,119,Seth Roberts,OAK,25,WR,16,6,77,38,49.40%,397,10.4,5,22,41,5.2,2.4,24.8,0,2016
119,120,Trey Burton,PHI,25,TE,15,4,60,37,61.70%,327,8.8,1,21,32,5.5,2.5,21.8,0,2016
120,121,Michael Floyd,2TM,27,WR,15,8,76,37,48.70%,488,13.2,5,0,39,6.4,2.5,32.5,0,2016
121,122,Jermaine Gresham,ARI,28,TE,16,14,61,37,60.70%,391,10.6,2,19,34,6.4,2.3,24.4,1,2016
122,123,Kyle Juszczyk*,BAL,25,RB,16,7,49,37,75.50%,266,7.2,0,12,40,5.4,2.3,16.6,0,2016
123,124,Quinton Patton,SFO,26,WR,14,14,63,37,58.70%,408,11.0,0,22,45,6.5,2.6,29.1,1,2016
124,125,Nelson Agholor,PHI,23,WR,15,14,69,36,52.20%,365,10.1,2,15,40,5.3,2.4,24.3,1,2016
125,126,Dorial Green-Beckham,PHI,23,WR,15,7,74,36,48.60%,392,10.9,2,25,26,5.3,2.4,26.1,0,2016
126,127,Hunter Henry,SDG,22,TE,15,10,53,36,67.90%,478,13.3,8,30,59,9.0,2.4,31.9,1,2016
127,128,Dwayne Allen,IND,26,TE,14,14,52,35,67.30%,406,11.6,6,25,23,7.8,2.5,29.0,1,2016
128,129,Taylor Gabriel,ATL,25,WR,13,3,50,35,70.00%,579,16.5,6,23,76,11.6,2.7,44.5,0,2016
129,130,Allen Hurns,JAX,25,WR,11,11,76,35,46.10%,477,13.6,3,23,42,6.3,3.2,43.4,1,2016
130,131,Rashad Jennings,NYG,31,RB,13,12,42,35,83.30%,201,5.7,1,8,24,4.8,2.7,15.5,1,2016
131,132,JJ Nelson,ARI,24,WR,15,6,74,34,45.90%,568,16.7,6,26,80,7.7,2.3,37.9,1,2016
132,133,Terrance West,BAL,25,RB,16,13,45,34,75.60%,236,6.9,1,11,17,5.2,2.1,14.8,2,2016
133,134,Corey Coleman,CLE,22,WR,10,10,73,33,45.20%,413,12.5,3,18,58,5.7,3.3,41.3,0,2016
134,135,Phillip Dorsett,IND,23,WR,15,7,59,33,55.90%,528,16.0,2,20,64,8.9,2.2,35.2,1,2016
135,136,Andrew Hawkins,CLE,30,WR,16,5,54,33,61.10%,324,9.8,3,20,33,6.0,2.1,20.3,0,2016
136,137,Latavius Murray,OAK,26,RB,14,12,43,33,76.70%,264,8.0,0,11,39,6.1,2.4,18.9,2,2016
137,138,Breshad Perriman,BAL,23,WR,16,1,66,33,50.00%,499,15.1,3,19,53,7.6,2.1,31.2,0,2016
138,139,Eddie Royal,CHI,30,WR,9,1,43,33,76.70%,369,11.2,2,16,64,8.6,3.7,41.0,2,2016
139,140,Clive Walford,OAK,25,TE,15,8,52,33,63.50%,359,10.9,3,19,31,6.9,2.2,23.9,0,2016
140,141,Spencer Ware,KAN,25,RB,14,14,42,33,78.60%,447,13.5,2,17,46,10.6,2.4,31.9,4,2016
141,142,Matt Asiata,MIN,29,RB,16,6,38,32,84.20%,263,8.2,0,9,31,6.9,2.0,16.4,1,2016
142,143,Ezekiel Elliott*+,DAL,21,RB,15,15,39,32,82.10%,363,11.3,1,11,83,9.3,2.1,24.2,5,2016
143,144,Malcolm Mitchell,NWE,24,WR,14,6,48,32,66.70%,401,12.5,4,23,56,8.4,2.3,28.6,0,2016
144,145,Devontae Booker,DEN,24,RB,16,6,45,31,68.90%,265,8.5,1,8,43,5.9,1.9,16.6,4,2016
145,146,Tevin Coleman,ATL,23,RB,13,0,40,31,77.50%,421,13.6,3,16,49,10.5,2.4,32.4,1,2016
146,147,Lamar Miller,HOU,25,RB,14,14,39,31,79.50%,188,6.1,1,9,16,4.8,2.2,13.4,2,2016
147,148,Albert Wilson,KAN,24,WR,16,5,51,31,60.80%,279,9.0,2,11,42,5.5,1.9,17.4,0,2016
148,149,Jared Cook,GNB,29,TE,10,5,51,30,58.80%,377,12.6,1,19,47,7.4,3.0,37.7,1,2016
149,150,Kenneth Dixon,BAL,22,RB,12,0,41,30,73.20%,162,5.4,1,7,16,4.0,2.5,13.5,1,2016
150,151,Matt Forte,NYJ,31,RB,14,13,43,30,69.80%,263,8.8,1,10,40,6.1,2.1,18.8,1,2016
151,152,Donte Moncrief,IND,23,WR,9,7,56,30,53.60%,307,10.2,7,22,39,5.5,3.3,34.1,0,2016
152,153,Richard Rodgers,GNB,24,TE,16,6,47,30,63.80%,271,9.0,2,15,22,5.8,1.9,16.9,0,2016
153,154,Julius Thomas,JAX,28,TE,9,6,51,30,58.80%,281,9.4,4,15,24,5.5,3.3,31.2,0,2016
154,155,Kamar Aiken,BAL,27,WR,16,6,50,29,58.00%,328,11.3,1,18,29,6.6,1.8,20.5,0,2016
155,156,Garrett Celek,SFO,28,TE,16,6,50,29,58.00%,350,12.1,3,20,31,7.0,1.8,21.9,2,2016
156,157,Shaun Draughn,SFO,29,RB,16,1,39,29,74.40%,263,9.1,2,10,29,6.7,1.8,16.4,1,2016
157,158,Tyler Eifert,CIN,26,TE,8,2,47,29,61.70%,394,13.6,5,23,71,8.4,3.6,49.3,0,2016
158,159,Marquise Goodwin,BUF,26,WR,15,9,68,29,42.60%,431,14.9,3,20,84,6.3,1.9,28.7,0,2016
159,160,Jordan Howard*,CHI,22,RB,15,13,50,29,58.00%,298,10.3,1,12,34,6.0,1.9,19.9,2,2016
160,161,Jalen Richard,OAK,23,RB,16,0,39,29,74.40%,194,6.7,2,8,29,5.0,1.8,12.1,0,2016
161,162,Kendall Wright,TEN,27,WR,11,4,42,29,69.00%,416,14.3,3,18,48,9.9,2.6,37.8,0,2016
162,163,Sammy Watkins,BUF,23,WR,8,8,52,28,53.80%,430,15.4,2,20,62,8.3,3.5,53.8,0,2016
163,164,Charcandrick West,KAN,25,RB,15,2,34,28,82.40%,188,6.7,2,11,28,5.5,1.9,12.5,0,2016
164,165,Jay Ajayi*,MIA,23,RB,15,12,35,27,77.10%,151,5.6,0,8,15,4.3,1.8,10.1,4,2016
165,166,Corey Brown,CAR,25,WR,16,8,53,27,50.90%,276,10.2,1,16,27,5.2,1.7,17.3,1,2016
166,167,Carlos Hyde,SFO,26,RB,13,13,33,27,81.80%,163,6.0,3,7,19,4.9,2.1,12.5,5,2016
167,168,Brandon Coleman,NOR,24,WR,16,4,38,26,68.40%,281,10.8,3,16,38,7.4,1.6,17.6,0,2016
168,169,Dion Sims,MIA,25,TE,14,11,35,26,74.30%,256,9.8,4,14,28,7.3,1.9,18.3,0,2016
169,170,Robert Turbin,IND,27,RB,15,0,35,26,74.30%,179,6.9,1,9,19,5.1,1.7,11.9,0,2016
170,171,Rob Gronkowski,NWE,27,TE,8,6,38,25,65.80%,540,21.6,3,20,53,14.2,3.1,67.5,0,2016
171,172,C.J. Uzomah,CIN,23,TE,10,8,38,25,65.80%,234,9.4,1,14,54,6.2,2.5,23.4,0,2016
172,173,Fozzy Whittaker,CAR,27,RB,16,0,33,25,75.80%,226,9.0,0,11,25,6.8,1.6,14.1,1,2016
173,174,Vance McDonald,SFO,26,TE,11,11,45,24,53.30%,391,16.3,4,13,75,8.7,2.2,35.5,0,2016
174,175,Charles Sims,TAM,26,RB,7,2,32,24,75.00%,190,7.9,1,10,33,5.9,3.4,27.1,1,2016
175,176,Bryan Walters,JAX,29,WR,10,3,34,24,70.60%,231,9.6,2,15,23,6.8,2.4,23.1,1,2016
176,177,Danny Amendola,NWE,31,WR,12,4,29,23,79.30%,243,10.6,4,14,32,8.4,1.9,20.3,3,2016
177,178,Devin Funchess,CAR,22,WR,15,7,58,23,39.70%,371,16.1,4,20,48,6.4,1.5,24.7,0,2016
178,179,Russell Shepard,TAM,26,WR,14,4,40,23,57.50%,341,14.8,2,19,24,8.5,1.6,24.4,0,2016
179,180,Damien Williams,MIA,24,RB,15,0,32,23,71.90%,249,10.8,3,10,58,7.8,1.5,16.6,1,2016
180,181,Virgil Green,DEN,28,TE,12,11,37,22,59.50%,237,10.8,1,13,31,6.4,1.8,19.8,0,2016
181,182,Tim Hightower,NOR,30,RB,16,1,26,22,84.60%,200,9.1,1,11,50,7.7,1.4,12.5,0,2016
182,183,Christine Michael,2TM,26,RB,15,7,29,22,75.90%,107,4.9,1,0,13,3.7,1.5,7.1,2,2016
183,184,Jacob Tamme,ATL,31,TE,8,5,31,22,71.00%,210,9.5,3,13,19,6.8,2.8,26.3,0,2016
184,185,Deonte Thompson,CHI,27,WR,16,6,36,22,61.10%,249,11.3,2,18,24,6.9,1.4,15.6,1,2016
185,186,Sammie Coates,PIT,23,WR,14,5,49,21,42.90%,435,20.7,2,16,72,8.9,1.5,31.1,0,2016
186,187,Justin Hardy,ATL,25,WR,16,3,31,21,67.70%,203,9.7,4,17,27,6.5,1.3,12.7,0,2016
187,188,Jeremy Hill,CIN,24,RB,15,13,27,21,77.80%,174,8.3,0,6,25,6.4,1.4,11.6,0,2016
188,189,Jordan Norwood,DEN,30,WR,14,6,35,21,60.00%,232,11.0,1,9,36,6.6,1.5,16.6,5,2016
189,190,Paul Richardson,SEA,24,WR,15,0,36,21,58.30%,288,13.7,1,17,39,8.0,1.4,19.2,0,2016
190,191,Josh Ferguson,IND,23,RB,16,0,26,20,76.90%,136,6.8,0,5,14,5.2,1.3,8.5,1,2016
191,192,Justin Forsett,3TM,31,RB,9,6,27,20,74.10%,85,4.3,0,0,11,3.1,2.2,9.4,2,2016
192,193,Chris Ivory,JAX,28,RB,11,1,28,20,71.40%,186,9.3,0,10,37,6.6,1.8,16.9,5,2016
193,194,Charles Johnson,MIN,27,WR,16,7,37,20,54.10%,232,11.6,0,11,40,6.3,1.3,14.5,0,2016
194,195,Marcedes Lewis,JAX,32,TE,10,10,30,20,66.70%,169,8.5,1,9,37,5.6,2.0,16.9,0,2016
195,196,Bobby Rainey,NYG,29,RB,15,0,25,20,80.00%,153,7.7,0,7,24,6.1,1.3,10.2,1,2016
196,197,Aldrick Robinson,ATL,28,WR,16,1,32,20,62.50%,323,16.2,2,14,59,10.1,1.3,20.2,0,2016
197,198,Torrey Smith,SFO,27,WR,12,12,49,20,40.80%,267,13.4,3,14,53,5.4,1.7,22.3,0,2016
198,199,Josh Bellamy,CHI,27,WR,16,2,38,19,50.00%,282,14.8,1,13,31,7.4,1.2,17.6,0,2016
199,200,Austin Hooper,ATL,22,TE,14,3,27,19,70.40%,271,14.3,3,16,44,10.0,1.4,19.4,0,2016
200,201,Ben Koyack,JAX,23,TE,14,7,24,19,79.20%,161,8.5,1,10,17,6.7,1.4,11.5,0,2016
201,202,Jeremy Langford,CHI,25,RB,12,3,27,19,70.40%,142,7.5,0,7,19,5.3,1.6,11.8,2,2016
202,203,Charone Peake,NYJ,24,WR,15,1,35,19,54.30%,186,9.8,0,7,27,5.3,1.3,12.4,0,2016
203,204,Chester Rogers,IND,22,WR,14,2,34,19,55.90%,273,14.4,0,13,36,8.0,1.4,19.5,2,2016
204,205,James Starks,GNB,30,RB,9,4,25,19,76.00%,134,7.1,2,5,31,5.4,2.1,14.9,1,2016
205,206,Kevin White,CHI,24,WR,4,4,36,19,52.80%,187,9.8,0,8,32,5.2,4.8,46.8,0,2016
206,207,Ladarius Green,PIT,26,TE,6,2,34,18,52.90%,304,16.9,1,12,37,8.9,3.0,50.7,0,2016
207,208,Ricardo Louis,CLE,22,WR,16,3,35,18,51.40%,205,11.4,0,7,42,5.9,1.1,12.8,1,2016
208,209,Mychal Rivera,OAK,26,TE,13,2,25,18,72.00%,192,10.7,1,11,27,7.7,1.4,14.8,0,2016
209,210,Rod Streater,SFO,28,WR,16,2,27,18,66.70%,191,10.6,2,13,25,7.1,1.1,11.9,0,2016
210,211,DeAngelo Williams,PIT,33,RB,9,4,27,18,66.70%,118,6.6,2,6,20,4.4,2.0,13.1,0,2016
211,212,Zach Zenner,DET,25,RB,14,4,23,18,78.30%,196,10.9,0,9,33,8.5,1.3,14.0,1,2016
212,213,Rex Burkhead,CIN,26,RB,16,1,20,17,85.00%,145,8.5,0,9,18,7.3,1.1,9.1,1,2016
213,214,Cody Core,CIN,22,WR,8,4,27,17,63.00%,200,11.8,0,7,50,7.4,2.1,25.0,0,2016
214,215,Cobi Hamilton,PIT,26,WR,11,8,28,17,60.70%,234,13.8,2,13,39,8.4,1.5,21.3,0,2016
215,216,Demetrius Harris,KAN,25,TE,16,11,31,17,54.80%,123,7.2,1,8,13,4.0,1.1,7.7,1,2016
216,217,Dion Lewis,NWE,26,RB,7,5,24,17,70.80%,94,5.5,0,4,16,3.9,2.4,13.4,1,2016
217,218,C.J. Prosise,SEA,22,RB,6,2,19,17,89.50%,208,12.2,0,8,43,10.9,2.8,34.7,0,2016
218,219,DeAndre Washington,OAK,23,RB,14,2,23,17,73.90%,115,6.8,0,4,18,5.0,1.2,8.2,1,2016
219,220,Jerell Adams,NYG,24,TE,13,2,21,16,76.20%,122,7.6,1,8,14,5.8,1.2,9.4,1,2016
220,221,C.J. Anderson,DEN,25,RB,7,7,24,16,66.70%,128,8.0,1,6,25,5.3,2.3,18.3,0,2016
221,222,Daniel Brown,2TM,24,RB,8,3,20,16,80.00%,124,7.8,1,0,12,6.2,2.0,15.5,0,2016
222,223,Brice Butler,DAL,26,WR,16,3,32,16,50.00%,219,13.7,3,11,41,6.8,1.0,13.7,0,2016
223,224,Benny Cunningham,LAR,26,RB,11,0,21,16,76.20%,91,5.7,0,5,12,4.3,1.5,8.3,1,2016
224,225,A.J. Derby,2TM,25,TE,10,3,20,16,80.00%,160,10.0,0,0,17,8.0,1.6,16.0,1,2016
225,226,Lance Dunbar,DAL,26,RB,13,0,24,16,66.70%,122,7.6,0,5,16,5.1,1.2,9.4,1,2016
226,227,Josh Huff,2TM,25,WR,10,2,23,16,69.60%,113,7.1,1,0,17,4.9,1.6,11.3,0,2016
227,228,John Kuhn,NOR,34,RB,16,3,20,16,80.00%,70,4.4,1,5,11,3.5,1.0,4.4,0,2016
228,229,Jordan Taylor,DEN,24,WR,16,0,25,16,64.00%,209,13.1,2,10,35,8.4,1.0,13.1,1,2016
229,230,Larry Donnell,NYG,28,TE,14,6,22,15,68.20%,92,6.1,1,3,15,4.2,1.1,6.6,1,2016
230,231,Harry Douglas,TEN,32,WR,11,2,22,15,68.20%,210,14.0,0,9,35,9.5,1.4,19.1,0,2016
231,232,Josh Hill,NOR,26,TE,9,8,22,15,68.20%,149,9.9,1,6,35,6.8,1.7,16.6,0,2016
232,233,Vincent Jackson,TAM,33,WR,5,5,32,15,46.90%,173,11.5,0,8,18,5.4,3.0,34.6,0,2016
233,234,Braxton Miller,HOU,24,WR,10,6,28,15,53.60%,99,6.6,1,6,12,3.5,1.5,9.9,0,2016
234,235,Paul Perkins,NYG,22,RB,14,1,24,15,62.50%,162,10.8,0,6,67,6.8,1.1,11.6,1,2016
235,236,Erik Swoope,IND,24,TE,16,4,22,15,68.20%,297,19.8,1,12,45,13.5,0.9,18.6,0,2016
236,237,Luke Willson,SEA,26,TE,11,6,21,15,71.40%,129,8.6,2,7,19,6.1,1.4,11.7,0,2016
237,238,Brent Celek,PHI,31,TE,16,8,19,14,73.70%,155,11.1,0,8,24,8.2,0.9,9.7,1,2016
238,239,Pharoh Cooper,LAR,21,WR,10,3,20,14,70.00%,106,7.6,0,5,23,5.3,1.4,10.6,0,2016
239,240,Darren Fells,ARI,30,TE,14,7,18,14,77.80%,154,11.0,1,7,37,8.6,1.0,11.0,0,2016
240,241,MarQueis Gray,MIA,27,TE,16,7,17,14,82.40%,174,12.4,0,7,53,10.2,0.9,10.9,0,2016
241,242,Andre Holmes,OAK,28,WR,16,2,25,14,56.00%,126,9.0,3,9,23,5.0,0.9,7.9,0,2016
242,243,Jalin Marshall,NYJ,21,WR,10,1,23,14,60.90%,162,11.6,2,9,27,7.0,1.4,16.2,4,2016
243,244,Doug Martin,TAM,27,RB,8,8,16,14,87.50%,134,9.6,0,4,27,8.4,1.8,16.8,1,2016
244,245,Walt Powell,BUF,25,WR,9,2,25,14,56.00%,142,10.1,0,7,35,5.7,1.6,15.8,0,2016
245,246,Andre Roberts,DET,28,WR,16,1,25,14,56.00%,188,13.4,1,9,44,7.5,0.9,11.8,2,2016
246,247,Jaelen Strong,HOU,22,WR,8,2,24,14,58.30%,131,9.4,0,4,36,5.5,1.8,16.4,0,2016
247,248,Kenneth Farrow,SDG,23,RB,13,2,16,13,81.30%,70,5.4,0,2,16,4.4,1.0,5.4,2,2016
248,249,Jonathan Grimes,HOU,27,RB,10,0,18,13,72.20%,94,7.2,0,4,15,5.2,1.3,9.4,0,2016
249,250,Chris Harper,SFO,23,WR,9,2,21,13,61.90%,133,10.2,0,6,19,6.3,1.4,14.8,0,2016
250,251,Derrick Henry,TEN,22,RB,15,2,15,13,86.70%,137,10.5,0,5,29,9.1,0.9,9.1,0,2016
251,252,Ryan Mathews,PHI,29,RB,13,8,14,13,92.90%,115,8.8,1,7,27,8.2,1.0,8.8,3,2016
252,253,Thomas Rawls,SEA,23,RB,9,7,17,13,76.50%,96,7.4,0,4,20,5.6,1.4,10.7,0,2016
253,254,Jacquizz Rodgers,TAM,26,RB,10,5,16,13,81.30%,98,7.5,0,3,21,6.1,1.3,9.8,0,2016
254,255,Austin Seferian-Jenkins,2TM,24,TE,9,2,20,13,65.00%,154,11.8,1,0,30,7.7,1.4,17.1,0,2016
255,256,Levine Toilolo,ATL,25,TE,16,11,19,13,68.40%,264,20.3,2,11,46,13.9,0.8,16.5,0,2016
256,257,James Wright,CIN,25,WR,13,2,19,13,68.40%,106,8.2,0,7,15,5.6,1.0,8.2,0,2016
257,258,Geronimo Allison,GNB,22,WR,10,2,22,12,54.50%,202,16.8,2,11,39,9.2,1.2,20.2,0,2016
258,259,Alfred Blue,HOU,25,RB,14,2,16,12,75.00%,40,3.3,0,1,12,2.5,0.9,2.9,2,2016
259,260,Andre Ellington,ARI,27,RB,16,0,19,12,63.20%,85,7.1,0,5,16,4.5,0.8,5.3,0,2016
260,261,Robert Kelley,WAS,24,RB,15,9,18,12,66.70%,82,6.8,1,6,22,4.6,0.8,5.5,0,2016
261,262,Jamize Olawale,OAK,27,FB,16,7,14,12,85.70%,227,18.9,1,5,75,16.2,0.8,14.2,0,2016
262,263,Neal Sterling,JAX,24,TE,10,1,16,12,75.00%,110,9.2,0,6,17,6.9,1.2,11.0,0,2016
263,264,Stephen Anderson,HOU,23,TE,13,0,16,11,68.80%,93,8.5,1,6,14,5.8,0.8,7.2,0,2016
264,265,Jaron Brown,ARI,26,WR,7,2,22,11,50.00%,187,17.0,1,6,51,8.5,1.6,26.7,0,2016
265,266,Alex Collins,SEA,22,RB,11,0,11,11,100.00%,84,7.6,0,6,14,7.6,1.0,7.6,2,2016
266,267,Bennie Fowler,DEN,25,WR,13,0,24,11,45.80%,145,13.2,2,5,76,6.0,0.8,11.2,0,2016
267,268,Xavier Grimble,PIT,24,TE,13,2,21,11,52.40%,118,10.7,2,8,20,5.6,0.8,9.1,0,2016
268,269,Tyler Higbee,LAR,23,TE,16,7,29,11,37.90%,85,7.7,1,3,31,2.9,0.7,5.3,0,2016
269,270,Jeff Janis,GNB,25,WR,16,1,19,11,57.90%,93,8.5,1,4,25,4.9,0.7,5.8,0,2016
270,271,Cecil Shorts,TAM,29,WR,9,5,27,11,40.70%,152,13.8,0,8,22,5.6,1.2,16.9,0,2016
271,272,Shane Vereen,NYG,27,RB,5,1,19,11,57.90%,94,8.5,0,4,16,4.9,2.2,18.8,2,2016
